sample_id,true_algo,ranked_list,candidate_set,candidate_size,rank1,rank2,rank3,rank4,rank5,top1_correct,top2_correct,top3_correct,top4_correct,top5_correct,candidate_correct,true_rank
HUGO__TEST__STEGO__4172.pgm,HUGO,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD,HUGO",5,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,0,0,0,1,1,5
HUGO__TEST__STEGO__3290.pgm,HUGO,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,1,1,1,4
HUGO__TEST__STEGO__5095.pgm,HUGO,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,0,0,0,1,0,5
HUGO__TEST__STEGO__6014.pgm,HUGO,"HUGO,S-UNIWARD,MiPOD,HILL,WOW",HUGO,1,HUGO,S-UNIWARD,MiPOD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__723.pgm,HUGO,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,1,1,1,1,3
HUGO__TEST__STEGO__3351.pgm,HUGO,"HUGO,S-UNIWARD,MiPOD,HILL,WOW","HUGO,S-UNIWARD",2,HUGO,S-UNIWARD,MiPOD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__1093.pgm,HUGO,"HUGO,WOW,MiPOD,S-UNIWARD,HILL","HUGO,WOW,MiPOD,S-UNIWARD,HILL",5,HUGO,WOW,MiPOD,S-UNIWARD,HILL,1,1,1,1,1,1,1
HUGO__TEST__STEGO__51.pgm,HUGO,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL",3,HUGO,MiPOD,HILL,S-UNIWARD,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__9688.pgm,HUGO,"HUGO,S-UNIWARD,MiPOD,HILL,WOW",HUGO,1,HUGO,S-UNIWARD,MiPOD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__7621.pgm,HUGO,"HUGO,MiPOD,S-UNIWARD,HILL,WOW",HUGO,1,HUGO,MiPOD,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__4248.pgm,HUGO,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,1,1,1,4
HUGO__TEST__STEGO__7184.pgm,HUGO,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,0,0,0,1,0,5
HUGO__TEST__STEGO__9033.pgm,HUGO,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD",4,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,1,1,1,1,3
HUGO__TEST__STEGO__393.pgm,HUGO,"HUGO,S-UNIWARD,MiPOD,HILL,WOW",HUGO,1,HUGO,S-UNIWARD,MiPOD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__9274.pgm,HUGO,"HUGO,MiPOD,S-UNIWARD,HILL,WOW",HUGO,1,HUGO,MiPOD,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__1389.pgm,HUGO,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,0,0,0,1,0,5
HUGO__TEST__STEGO__9876.pgm,HUGO,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD,S-UNIWARD,HILL",4,HUGO,MiPOD,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__845.pgm,HUGO,"HUGO,S-UNIWARD,MiPOD,HILL,WOW","HUGO,S-UNIWARD,MiPOD",3,HUGO,S-UNIWARD,MiPOD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__4428.pgm,HUGO,"HUGO,MiPOD,S-UNIWARD,HILL,WOW",HUGO,1,HUGO,MiPOD,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__4221.pgm,HUGO,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,1,1,1,4
HUGO__TEST__STEGO__238.pgm,HUGO,"HUGO,S-UNIWARD,MiPOD,HILL,WOW",HUGO,1,HUGO,S-UNIWARD,MiPOD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__1437.pgm,HUGO,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD",2,HUGO,MiPOD,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__1466.pgm,HUGO,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD",4,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,1,1,1,1,3
HUGO__TEST__STEGO__7219.pgm,HUGO,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD,S-UNIWARD,HILL",4,HUGO,MiPOD,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__9705.pgm,HUGO,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD",2,HUGO,MiPOD,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__228.pgm,HUGO,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,0,0,0,1,0,5
HUGO__TEST__STEGO__904.pgm,HUGO,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,1,1,1,1,3
HUGO__TEST__STEGO__2509.pgm,HUGO,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD,S-UNIWARD,HILL",4,HUGO,MiPOD,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__3055.pgm,HUGO,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD",4,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,1,1,1,1,3
HUGO__TEST__STEGO__429.pgm,HUGO,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL",3,HUGO,MiPOD,HILL,S-UNIWARD,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__4609.pgm,HUGO,"HUGO,S-UNIWARD,MiPOD,HILL,WOW",HUGO,1,HUGO,S-UNIWARD,MiPOD,HILL,WOW,1,1,1,1,1,1,1
HUGO__TEST__STEGO__5053.pgm,HUGO,"WOW,S-UNIWARD,HUGO,MiPOD,HILL","WOW,S-UNIWARD,HUGO,MiPOD,HILL",5,WOW,S-UNIWARD,HUGO,MiPOD,HILL,0,0,1,1,1,1,3
HUGO__TEST__STEGO__1366.pgm,HUGO,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD,HUGO",5,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,0,0,0,1,1,5
HUGO__TEST__STEGO__264.pgm,HUGO,"HUGO,S-UNIWARD,MiPOD,HILL,WOW","HUGO,S-UNIWARD",2,HUGO,S-UNIWARD,MiPOD,HILL,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__52.pgm,MiPOD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__7548.pgm,MiPOD,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL",3,HUGO,MiPOD,HILL,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__450.pgm,MiPOD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,0,1,1,5
MiPOD__TEST__STEGO__637.pgm,MiPOD,"WOW,HILL,MiPOD,S-UNIWARD,HUGO","WOW,HILL,MiPOD,S-UNIWARD",4,WOW,HILL,MiPOD,S-UNIWARD,HUGO,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__7056.pgm,MiPOD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__9661.pgm,MiPOD,"MiPOD,HUGO,S-UNIWARD,HILL,WOW","MiPOD,HUGO,S-UNIWARD,HILL",4,MiPOD,HUGO,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__7451.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__3439.pgm,MiPOD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,0,1,1,5
MiPOD__TEST__STEGO__3664.pgm,MiPOD,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD",2,HUGO,MiPOD,HILL,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__3390.pgm,MiPOD,"WOW,HILL,HUGO,MiPOD,S-UNIWARD","WOW,HILL,HUGO,MiPOD,S-UNIWARD",5,WOW,HILL,HUGO,MiPOD,S-UNIWARD,0,0,0,1,1,1,4
MiPOD__TEST__STEGO__3272.pgm,MiPOD,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD,WOW",5,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,0,1,1,1,4
MiPOD__TEST__STEGO__6553.pgm,MiPOD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW","S-UNIWARD,HUGO,MiPOD,HILL",4,S-UNIWARD,HUGO,MiPOD,HILL,WOW,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__2930.pgm,MiPOD,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL",3,HUGO,MiPOD,HILL,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__5964.pgm,MiPOD,"MiPOD,HILL,S-UNIWARD,WOW,HUGO","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,WOW,HUGO,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__1554.pgm,MiPOD,"MiPOD,HILL,HUGO,S-UNIWARD,WOW",MiPOD,1,MiPOD,HILL,HUGO,S-UNIWARD,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__987.pgm,MiPOD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__249.pgm,MiPOD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__536.pgm,MiPOD,"HILL,S-UNIWARD,MiPOD,HUGO,WOW","HILL,S-UNIWARD,MiPOD",3,HILL,S-UNIWARD,MiPOD,HUGO,WOW,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__2135.pgm,MiPOD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,0,0,1,1,1,4
MiPOD__TEST__STEGO__3282.pgm,MiPOD,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD,HUGO",4,S-UNIWARD,HILL,MiPOD,HUGO,WOW,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__3025.pgm,MiPOD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,0,1,1,5
MiPOD__TEST__STEGO__4338.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__3829.pgm,MiPOD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,0,0,1,1,1,4
MiPOD__TEST__STEGO__8169.pgm,MiPOD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW","S-UNIWARD,HUGO,MiPOD,HILL",4,S-UNIWARD,HUGO,MiPOD,HILL,WOW,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__6036.pgm,MiPOD,"HILL,MiPOD,HUGO,S-UNIWARD,WOW","HILL,MiPOD",2,HILL,MiPOD,HUGO,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__4156.pgm,MiPOD,"MiPOD,HILL,S-UNIWARD,HUGO,WOW","MiPOD,HILL",2,MiPOD,HILL,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__3656.pgm,MiPOD,"HUGO,S-UNIWARD,MiPOD,HILL,WOW","HUGO,S-UNIWARD,MiPOD",3,HUGO,S-UNIWARD,MiPOD,HILL,WOW,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__5552.pgm,MiPOD,"HUGO,S-UNIWARD,MiPOD,HILL,WOW","HUGO,S-UNIWARD,MiPOD",3,HUGO,S-UNIWARD,MiPOD,HILL,WOW,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__6344.pgm,MiPOD,"HILL,MiPOD,HUGO,S-UNIWARD,WOW","HILL,MiPOD,HUGO,S-UNIWARD",4,HILL,MiPOD,HUGO,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__1266.pgm,MiPOD,"MiPOD,HILL,S-UNIWARD,WOW,HUGO","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,WOW,HUGO,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__8774.pgm,MiPOD,"HUGO,S-UNIWARD,MiPOD,HILL,WOW",HUGO,1,HUGO,S-UNIWARD,MiPOD,HILL,WOW,0,0,1,1,1,0,3
MiPOD__TEST__STEGO__8497.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__7241.pgm,MiPOD,"MiPOD,HUGO,HILL,S-UNIWARD,WOW","MiPOD,HUGO,HILL",3,MiPOD,HUGO,HILL,S-UNIWARD,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__2376.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__2882.pgm,MiPOD,"WOW,S-UNIWARD,HUGO,MiPOD,HILL","WOW,S-UNIWARD,HUGO,MiPOD,HILL",5,WOW,S-UNIWARD,HUGO,MiPOD,HILL,0,0,0,1,1,1,4
MiPOD__TEST__STEGO__5841.pgm,MiPOD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,0,1,1,5
MiPOD__TEST__STEGO__6552.pgm,MiPOD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__5563.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__2247.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__29.pgm,MiPOD,"WOW,S-UNIWARD,HILL,MiPOD,HUGO","WOW,S-UNIWARD,HILL,MiPOD",4,WOW,S-UNIWARD,HILL,MiPOD,HUGO,0,0,0,1,1,1,4
MiPOD__TEST__STEGO__6778.pgm,MiPOD,"HILL,MiPOD,HUGO,S-UNIWARD,WOW","HILL,MiPOD,HUGO",3,HILL,MiPOD,HUGO,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__5572.pgm,MiPOD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__6156.pgm,MiPOD,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD,S-UNIWARD,HILL,WOW",5,HUGO,MiPOD,S-UNIWARD,HILL,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__3083.pgm,MiPOD,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL",3,HUGO,MiPOD,HILL,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__22.pgm,MiPOD,"HILL,WOW,MiPOD,S-UNIWARD,HUGO","HILL,WOW,MiPOD,S-UNIWARD",4,HILL,WOW,MiPOD,S-UNIWARD,HUGO,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__5913.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD",2,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__3214.pgm,MiPOD,"HILL,MiPOD,HUGO,S-UNIWARD,WOW","HILL,MiPOD,HUGO",3,HILL,MiPOD,HUGO,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__4713.pgm,MiPOD,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL",3,WOW,MiPOD,HILL,S-UNIWARD,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__5188.pgm,MiPOD,"MiPOD,HILL,S-UNIWARD,WOW,HUGO","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,WOW,HUGO,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__6699.pgm,MiPOD,"MiPOD,HILL,S-UNIWARD,HUGO,WOW",MiPOD,1,MiPOD,HILL,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__2391.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__586.pgm,MiPOD,"HILL,MiPOD,HUGO,S-UNIWARD,WOW","HILL,MiPOD",2,HILL,MiPOD,HUGO,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__197.pgm,MiPOD,"MiPOD,HUGO,S-UNIWARD,HILL,WOW","MiPOD,HUGO,S-UNIWARD,HILL",4,MiPOD,HUGO,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__5932.pgm,MiPOD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__177.pgm,MiPOD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,0,1,1,5
MiPOD__TEST__STEGO__5988.pgm,MiPOD,"HUGO,MiPOD,HILL,S-UNIWARD,WOW","HUGO,MiPOD,HILL",3,HUGO,MiPOD,HILL,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__7025.pgm,MiPOD,"WOW,MiPOD,HILL,S-UNIWARD,HUGO","WOW,MiPOD,HILL,S-UNIWARD",4,WOW,MiPOD,HILL,S-UNIWARD,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__6710.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__9153.pgm,MiPOD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__6496.pgm,MiPOD,"MiPOD,HILL,HUGO,S-UNIWARD,WOW",MiPOD,1,MiPOD,HILL,HUGO,S-UNIWARD,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__6364.pgm,MiPOD,"MiPOD,HILL,S-UNIWARD,HUGO,WOW","MiPOD,HILL,S-UNIWARD",3,MiPOD,HILL,S-UNIWARD,HUGO,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__3338.pgm,MiPOD,"HILL,HUGO,MiPOD,S-UNIWARD,WOW","HILL,HUGO,MiPOD,S-UNIWARD",4,HILL,HUGO,MiPOD,S-UNIWARD,WOW,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__7478.pgm,MiPOD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,0,1,1,5
MiPOD__TEST__STEGO__9241.pgm,MiPOD,"WOW,S-UNIWARD,HILL,HUGO,MiPOD","WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,WOW,S-UNIWARD,HILL,HUGO,MiPOD,0,0,0,0,1,1,5
MiPOD__TEST__STEGO__4651.pgm,MiPOD,"S-UNIWARD,MiPOD,WOW,HILL,HUGO","S-UNIWARD,MiPOD,WOW",3,S-UNIWARD,MiPOD,WOW,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__1575.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,WOW,HUGO","HILL,MiPOD,S-UNIWARD,WOW",4,HILL,MiPOD,S-UNIWARD,WOW,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__3542.pgm,MiPOD,"S-UNIWARD,HUGO,MiPOD,HILL,WOW","S-UNIWARD,HUGO,MiPOD,HILL",4,S-UNIWARD,HUGO,MiPOD,HILL,WOW,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__8438.pgm,MiPOD,"HILL,S-UNIWARD,WOW,MiPOD,HUGO","HILL,S-UNIWARD,WOW,MiPOD",4,HILL,S-UNIWARD,WOW,MiPOD,HUGO,0,0,0,1,1,1,4
MiPOD__TEST__STEGO__2240.pgm,MiPOD,"S-UNIWARD,MiPOD,WOW,HILL,HUGO","S-UNIWARD,MiPOD,WOW",3,S-UNIWARD,MiPOD,WOW,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__6061.pgm,MiPOD,"MiPOD,HUGO,HILL,S-UNIWARD,WOW",MiPOD,1,MiPOD,HUGO,HILL,S-UNIWARD,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__2523.pgm,MiPOD,"S-UNIWARD,HILL,MiPOD,HUGO,WOW","S-UNIWARD,HILL,MiPOD",3,S-UNIWARD,HILL,MiPOD,HUGO,WOW,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__9271.pgm,MiPOD,"WOW,S-UNIWARD,MiPOD,HILL,HUGO","WOW,S-UNIWARD,MiPOD,HILL",4,WOW,S-UNIWARD,MiPOD,HILL,HUGO,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__191.pgm,MiPOD,"MiPOD,S-UNIWARD,HILL,HUGO,WOW",MiPOD,1,MiPOD,S-UNIWARD,HILL,HUGO,WOW,1,1,1,1,1,1,1
MiPOD__TEST__STEGO__9501.pgm,MiPOD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__8391.pgm,MiPOD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__8010.pgm,MiPOD,"WOW,MiPOD,S-UNIWARD,HILL,HUGO","WOW,MiPOD,S-UNIWARD,HILL",4,WOW,MiPOD,S-UNIWARD,HILL,HUGO,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__5739.pgm,MiPOD,"HILL,MiPOD,HUGO,S-UNIWARD,WOW","HILL,MiPOD,HUGO",3,HILL,MiPOD,HUGO,S-UNIWARD,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__3774.pgm,MiPOD,"HILL,MiPOD,S-UNIWARD,HUGO,WOW","HILL,MiPOD,S-UNIWARD",3,HILL,MiPOD,S-UNIWARD,HUGO,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__763.pgm,MiPOD,"HUGO,MiPOD,S-UNIWARD,HILL,WOW","HUGO,MiPOD,S-UNIWARD",3,HUGO,MiPOD,S-UNIWARD,HILL,WOW,0,1,1,1,1,1,2
MiPOD__TEST__STEGO__9411.pgm,MiPOD,"WOW,HILL,MiPOD,S-UNIWARD,HUGO","WOW,HILL,MiPOD,S-UNIWARD",4,WOW,HILL,MiPOD,S-UNIWARD,HUGO,0,0,1,1,1,1,3
MiPOD__TEST__STEGO__7821.pgm,MiPOD,"S-UNIWARD,HILL,HUGO,MiPOD,WOW","S-UNIWARD,HILL,HUGO,MiPOD",4,S-UNIWARD,HILL,HUGO,MiPOD,WOW,0,0,0,1,1,1,4
MiPOD__TEST__STEGO__6668.pgm,MiPOD,"MiPOD,HUGO,S-UNIWARD,HILL,WOW","MiPOD,HUGO,S-UNIWARD,HILL",4,MiPOD,HUGO,S-UNIWARD,HILL,WOW,1,1,1,1,1,1,1
