path,y,split
${BOSSBASE_ROOT}\cover\9894.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5052.pgm,1,train
${BOSSBASE_ROOT}\cover\5618.pgm,0,train
${BOSSBASE_ROOT}\cover\8472.pgm,0,train
${BOSSBASE_ROOT}\cover\878.pgm,0,train
${BOSSBASE_ROOT}\cover\6503.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4788.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5915.pgm,1,train
${BOSSBASE_ROOT}\cover\1370.pgm,0,train
${BOSSBASE_ROOT}\cover\1437.pgm,0,train
${BOSSBASE_ROOT}\cover\7093.pgm,0,train
${BOSSBASE_ROOT}\cover\3882.pgm,0,train
${BOSSBASE_ROOT}\cover\2321.pgm,0,train
${BOSSBASE_ROOT}\cover\4121.pgm,0,train
${BOSSBASE_ROOT}\cover\6744.pgm,0,train
${BOSSBASE_ROOT}\cover\8263.pgm,0,train
${BOSSBASE_ROOT}\cover\1387.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7504.pgm,1,train
${BOSSBASE_ROOT}\cover\2551.pgm,0,train
${BOSSBASE_ROOT}\cover\4903.pgm,0,train
${BOSSBASE_ROOT}\cover\5734.pgm,0,train
${BOSSBASE_ROOT}\cover\5530.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6282.pgm,1,train
${BOSSBASE_ROOT}\cover\4559.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6129.pgm,1,train
${BOSSBASE_ROOT}\cover\3949.pgm,0,train
${BOSSBASE_ROOT}\cover\2491.pgm,0,train
${BOSSBASE_ROOT}\cover\5334.pgm,0,train
${BOSSBASE_ROOT}\cover\5945.pgm,0,train
${BOSSBASE_ROOT}\cover\6377.pgm,0,train
${BOSSBASE_ROOT}\cover\8727.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\932.pgm,1,train
${BOSSBASE_ROOT}\cover\7055.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8306.pgm,1,train
${BOSSBASE_ROOT}\cover\7783.pgm,0,train
${BOSSBASE_ROOT}\cover\7219.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6376.pgm,1,train
${BOSSBASE_ROOT}\cover\930.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2725.pgm,1,train
${BOSSBASE_ROOT}\cover\5008.pgm,0,train
${BOSSBASE_ROOT}\cover\1278.pgm,0,train
${BOSSBASE_ROOT}\cover\6463.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5017.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4579.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9037.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3911.pgm,1,train
${BOSSBASE_ROOT}\cover\6594.pgm,0,train
${BOSSBASE_ROOT}\cover\7571.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8992.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7268.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2484.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1512.pgm,1,train
${BOSSBASE_ROOT}\cover\5188.pgm,0,train
${BOSSBASE_ROOT}\cover\719.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2620.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3712.pgm,1,train
${BOSSBASE_ROOT}\cover\6266.pgm,0,train
${BOSSBASE_ROOT}\cover\5924.pgm,0,train
${BOSSBASE_ROOT}\cover\9614.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3611.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1718.pgm,1,train
${BOSSBASE_ROOT}\cover\6013.pgm,0,train
${BOSSBASE_ROOT}\cover\63.pgm,0,train
${BOSSBASE_ROOT}\cover\9472.pgm,0,train
${BOSSBASE_ROOT}\cover\8095.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1825.pgm,1,train
${BOSSBASE_ROOT}\cover\9167.pgm,0,train
${BOSSBASE_ROOT}\cover\9971.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3708.pgm,1,train
${BOSSBASE_ROOT}\cover\6965.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3620.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3212.pgm,1,train
${BOSSBASE_ROOT}\cover\5267.pgm,0,train
${BOSSBASE_ROOT}\cover\5845.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9340.pgm,1,train
${BOSSBASE_ROOT}\cover\839.pgm,0,train
${BOSSBASE_ROOT}\cover\1444.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1981.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3922.pgm,1,train
${BOSSBASE_ROOT}\cover\6113.pgm,0,train
${BOSSBASE_ROOT}\cover\9511.pgm,0,train
${BOSSBASE_ROOT}\cover\1488.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8012.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4921.pgm,1,train
${BOSSBASE_ROOT}\cover\6206.pgm,0,train
${BOSSBASE_ROOT}\cover\9298.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3269.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8901.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9738.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2669.pgm,1,train
${BOSSBASE_ROOT}\cover\5300.pgm,0,train
${BOSSBASE_ROOT}\cover\2891.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7585.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6776.pgm,1,train
${BOSSBASE_ROOT}\cover\214.pgm,0,train
${BOSSBASE_ROOT}\cover\1573.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\952.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2840.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4479.pgm,1,train
${BOSSBASE_ROOT}\cover\9431.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8698.pgm,1,train
${BOSSBASE_ROOT}\cover\6568.pgm,0,train
${BOSSBASE_ROOT}\cover\501.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3707.pgm,1,train
${BOSSBASE_ROOT}\cover\5363.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2094.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4501.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7008.pgm,1,train
${BOSSBASE_ROOT}\cover\4791.pgm,0,train
${BOSSBASE_ROOT}\cover\7546.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8788.pgm,1,train
${BOSSBASE_ROOT}\cover\5243.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1019.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1363.pgm,1,train
${BOSSBASE_ROOT}\cover\7628.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7726.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3730.pgm,1,train
${BOSSBASE_ROOT}\cover\513.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3836.pgm,1,train
${BOSSBASE_ROOT}\cover\990.pgm,0,train
${BOSSBASE_ROOT}\cover\7814.pgm,0,train
${BOSSBASE_ROOT}\cover\5032.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8675.pgm,1,train
${BOSSBASE_ROOT}\cover\914.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8263.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3489.pgm,1,train
${BOSSBASE_ROOT}\cover\5507.pgm,0,train
${BOSSBASE_ROOT}\cover\7830.pgm,0,train
${BOSSBASE_ROOT}\cover\5854.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4715.pgm,1,train
${BOSSBASE_ROOT}\cover\5705.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5914.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4897.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3917.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6861.pgm,1,train
${BOSSBASE_ROOT}\cover\351.pgm,0,train
${BOSSBASE_ROOT}\cover\2425.pgm,0,train
${BOSSBASE_ROOT}\cover\4340.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7212.pgm,1,train
${BOSSBASE_ROOT}\cover\2647.pgm,0,train
${BOSSBASE_ROOT}\cover\862.pgm,0,train
${BOSSBASE_ROOT}\cover\9740.pgm,0,train
${BOSSBASE_ROOT}\cover\6263.pgm,0,train
${BOSSBASE_ROOT}\cover\3017.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1675.pgm,1,train
${BOSSBASE_ROOT}\cover\3224.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6381.pgm,1,train
${BOSSBASE_ROOT}\cover\123.pgm,0,train
${BOSSBASE_ROOT}\cover\8741.pgm,0,train
${BOSSBASE_ROOT}\cover\6661.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\860.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4729.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2771.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9793.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7492.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3601.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7859.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\886.pgm,1,train
${BOSSBASE_ROOT}\cover\8803.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3172.pgm,1,train
${BOSSBASE_ROOT}\cover\9653.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6754.pgm,1,train
${BOSSBASE_ROOT}\cover\8902.pgm,0,train
${BOSSBASE_ROOT}\cover\7146.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5579.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8974.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4377.pgm,1,train
${BOSSBASE_ROOT}\cover\3360.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3471.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3281.pgm,1,train
${BOSSBASE_ROOT}\cover\5644.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2038.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4539.pgm,1,train
${BOSSBASE_ROOT}\cover\646.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3170.pgm,1,train
${BOSSBASE_ROOT}\cover\6213.pgm,0,train
${BOSSBASE_ROOT}\cover\2397.pgm,0,train
${BOSSBASE_ROOT}\cover\6160.pgm,0,train
${BOSSBASE_ROOT}\cover\4152.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7720.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6657.pgm,1,train
${BOSSBASE_ROOT}\cover\5162.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1049.pgm,1,train
${BOSSBASE_ROOT}\cover\5476.pgm,0,train
${BOSSBASE_ROOT}\cover\7658.pgm,0,train
${BOSSBASE_ROOT}\cover\8426.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8269.pgm,1,train
${BOSSBASE_ROOT}\cover\134.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1209.pgm,1,train
${BOSSBASE_ROOT}\cover\6305.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1329.pgm,1,train
${BOSSBASE_ROOT}\cover\5249.pgm,0,train
${BOSSBASE_ROOT}\cover\5840.pgm,0,train
${BOSSBASE_ROOT}\cover\7995.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8981.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5230.pgm,1,train
${BOSSBASE_ROOT}\cover\5372.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9859.pgm,1,train
${BOSSBASE_ROOT}\cover\2517.pgm,0,train
${BOSSBASE_ROOT}\cover\302.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3164.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9217.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\269.pgm,1,train
${BOSSBASE_ROOT}\cover\9796.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8152.pgm,1,train
${BOSSBASE_ROOT}\cover\5341.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4030.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5065.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4163.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7829.pgm,1,train
${BOSSBASE_ROOT}\cover\4919.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2853.pgm,1,train
${BOSSBASE_ROOT}\cover\4350.pgm,0,train
${BOSSBASE_ROOT}\cover\5966.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6218.pgm,1,train
${BOSSBASE_ROOT}\cover\2826.pgm,0,train
${BOSSBASE_ROOT}\cover\173.pgm,0,train
${BOSSBASE_ROOT}\cover\4226.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7884.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2252.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3165.pgm,1,train
${BOSSBASE_ROOT}\cover\9579.pgm,0,train
${BOSSBASE_ROOT}\cover\1661.pgm,0,train
${BOSSBASE_ROOT}\cover\8322.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3232.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\922.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9005.pgm,1,train
${BOSSBASE_ROOT}\cover\164.pgm,0,train
${BOSSBASE_ROOT}\cover\1346.pgm,0,train
${BOSSBASE_ROOT}\cover\2292.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7304.pgm,1,train
${BOSSBASE_ROOT}\cover\4690.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8571.pgm,1,train
${BOSSBASE_ROOT}\cover\3079.pgm,0,train
${BOSSBASE_ROOT}\cover\9326.pgm,0,train
${BOSSBASE_ROOT}\cover\3247.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7895.pgm,1,train
${BOSSBASE_ROOT}\cover\1819.pgm,0,train
${BOSSBASE_ROOT}\cover\9443.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1050.pgm,1,train
${BOSSBASE_ROOT}\cover\4464.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4051.pgm,1,train
${BOSSBASE_ROOT}\cover\7232.pgm,0,train
${BOSSBASE_ROOT}\cover\4032.pgm,0,train
${BOSSBASE_ROOT}\cover\9901.pgm,0,train
${BOSSBASE_ROOT}\cover\5638.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8379.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1279.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9656.pgm,1,train
${BOSSBASE_ROOT}\cover\7164.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3766.pgm,1,train
${BOSSBASE_ROOT}\cover\6981.pgm,0,train
${BOSSBASE_ROOT}\cover\4041.pgm,0,train
${BOSSBASE_ROOT}\cover\3383.pgm,0,train
${BOSSBASE_ROOT}\cover\97.pgm,0,train
${BOSSBASE_ROOT}\cover\9768.pgm,0,train
${BOSSBASE_ROOT}\cover\1928.pgm,0,train
${BOSSBASE_ROOT}\cover\3843.pgm,0,train
${BOSSBASE_ROOT}\cover\139.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6065.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9021.pgm,1,train
${BOSSBASE_ROOT}\cover\3288.pgm,0,train
${BOSSBASE_ROOT}\cover\2104.pgm,0,train
${BOSSBASE_ROOT}\cover\533.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5167.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1884.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4358.pgm,1,train
${BOSSBASE_ROOT}\cover\2750.pgm,0,train
${BOSSBASE_ROOT}\cover\7671.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8099.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7294.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\77.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\606.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\911.pgm,1,train
${BOSSBASE_ROOT}\cover\3975.pgm,0,train
${BOSSBASE_ROOT}\cover\2934.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4245.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7340.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\887.pgm,1,train
${BOSSBASE_ROOT}\cover\1905.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7331.pgm,1,train
${BOSSBASE_ROOT}\cover\1191.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7507.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\765.pgm,1,train
${BOSSBASE_ROOT}\cover\7480.pgm,0,train
${BOSSBASE_ROOT}\cover\7064.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7764.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3497.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2423.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\662.pgm,1,train
${BOSSBASE_ROOT}\cover\4498.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\549.pgm,1,train
${BOSSBASE_ROOT}\cover\5196.pgm,0,train
${BOSSBASE_ROOT}\cover\6515.pgm,0,train
${BOSSBASE_ROOT}\cover\7860.pgm,0,train
${BOSSBASE_ROOT}\cover\9775.pgm,0,train
${BOSSBASE_ROOT}\cover\1584.pgm,0,train
${BOSSBASE_ROOT}\cover\251.pgm,0,train
${BOSSBASE_ROOT}\cover\6806.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5808.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\752.pgm,1,train
${BOSSBASE_ROOT}\cover\5690.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2309.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6226.pgm,1,train
${BOSSBASE_ROOT}\cover\1104.pgm,0,train
${BOSSBASE_ROOT}\cover\2004.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1773.pgm,1,train
${BOSSBASE_ROOT}\cover\2279.pgm,0,train
${BOSSBASE_ROOT}\cover\7879.pgm,0,train
${BOSSBASE_ROOT}\cover\396.pgm,0,train
${BOSSBASE_ROOT}\cover\8348.pgm,0,train
${BOSSBASE_ROOT}\cover\3820.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8353.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3162.pgm,1,train
${BOSSBASE_ROOT}\cover\8241.pgm,0,train
${BOSSBASE_ROOT}\cover\9765.pgm,0,train
${BOSSBASE_ROOT}\cover\4785.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8853.pgm,1,train
${BOSSBASE_ROOT}\cover\2214.pgm,0,train
${BOSSBASE_ROOT}\cover\7852.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8069.pgm,1,train
${BOSSBASE_ROOT}\cover\6804.pgm,0,train
${BOSSBASE_ROOT}\cover\8439.pgm,0,train
${BOSSBASE_ROOT}\cover\6967.pgm,0,train
${BOSSBASE_ROOT}\cover\5609.pgm,0,train
${BOSSBASE_ROOT}\cover\6776.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\376.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8497.pgm,1,train
${BOSSBASE_ROOT}\cover\3305.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8460.pgm,1,train
${BOSSBASE_ROOT}\cover\2620.pgm,0,train
${BOSSBASE_ROOT}\cover\1821.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1058.pgm,1,train
${BOSSBASE_ROOT}\cover\1780.pgm,0,train
${BOSSBASE_ROOT}\cover\8547.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4600.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6048.pgm,1,train
${BOSSBASE_ROOT}\cover\5327.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6130.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\796.pgm,1,train
${BOSSBASE_ROOT}\cover\3245.pgm,0,train
${BOSSBASE_ROOT}\cover\4889.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7803.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8953.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8410.pgm,1,train
${BOSSBASE_ROOT}\cover\9229.pgm,0,train
${BOSSBASE_ROOT}\cover\2748.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5408.pgm,1,train
${BOSSBASE_ROOT}\cover\2498.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\201.pgm,1,train
${BOSSBASE_ROOT}\cover\6600.pgm,0,train
${BOSSBASE_ROOT}\cover\2234.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7966.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1880.pgm,1,train
${BOSSBASE_ROOT}\cover\3378.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9487.pgm,1,train
${BOSSBASE_ROOT}\cover\8292.pgm,0,train
${BOSSBASE_ROOT}\cover\9438.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7181.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1039.pgm,1,train
${BOSSBASE_ROOT}\cover\7674.pgm,0,train
${BOSSBASE_ROOT}\cover\9934.pgm,0,train
${BOSSBASE_ROOT}\cover\7705.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3502.pgm,1,train
${BOSSBASE_ROOT}\cover\1049.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4137.pgm,1,train
${BOSSBASE_ROOT}\cover\4609.pgm,0,train
${BOSSBASE_ROOT}\cover\4839.pgm,0,train
${BOSSBASE_ROOT}\cover\4763.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\442.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3878.pgm,1,train
${BOSSBASE_ROOT}\cover\6934.pgm,0,train
${BOSSBASE_ROOT}\cover\4906.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6100.pgm,1,train
${BOSSBASE_ROOT}\cover\4677.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6344.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8956.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4286.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3034.pgm,1,train
${BOSSBASE_ROOT}\cover\6900.pgm,0,train
${BOSSBASE_ROOT}\cover\3063.pgm,0,train
${BOSSBASE_ROOT}\cover\615.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1671.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5234.pgm,1,train
${BOSSBASE_ROOT}\cover\9921.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8985.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7028.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7159.pgm,1,train
${BOSSBASE_ROOT}\cover\8657.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5142.pgm,1,train
${BOSSBASE_ROOT}\cover\3907.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1755.pgm,1,train
${BOSSBASE_ROOT}\cover\8774.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3567.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3246.pgm,1,train
${BOSSBASE_ROOT}\cover\9900.pgm,0,train
${BOSSBASE_ROOT}\cover\4902.pgm,0,train
